Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00+05:30,27521.279296875,27937.470703125,27519.259765625,27887.900390625,7400,0.0,0.0
2015-01-05 00:00:00+05:30,27978.4296875,28064.490234375,27786.849609375,27842.3203125,9200,0.0,0.0
2015-01-06 00:00:00+05:30,27694.23046875,27698.9296875,26937.060546875,26987.4609375,14100,0.0,0.0
2015-01-07 00:00:00+05:30,26983.4296875,27051.599609375,26776.119140625,26908.8203125,12200,0.0,0.0
2015-01-08 00:00:00+05:30,27178.76953125,27316.41015625,27101.939453125,27274.7109375,8200,0.0,0.0
2015-01-09 00:00:00+05:30,27404.189453125,27507.669921875,27119.630859375,27458.380859375,11100,0.0,0.0
2015-01-12 00:00:00+05:30,27523.859375,27620.66015625,27323.740234375,27585.26953125,7500,0.0,0.0
2015-01-13 00:00:00+05:30,27611.560546875,27670.189453125,27324.580078125,27425.73046875,7800,0.0,0.0
2015-01-14 00:00:00+05:30,27432.140625,27512.80078125,27203.25,27346.8203125,10200,0.0,0.0
2015-01-15 00:00:00+05:30,27831.16015625,28194.609375,27703.69921875,28075.55078125,16700,0.0,0.0
2015-01-16 00:00:00+05:30,28056.609375,28176.099609375,27945.310546875,28121.890625,12100,0.0,0.0
2015-01-19 00:00:00+05:30,28249.83984375,28334.060546875,28197.359375,28262.009765625,10900,0.0,0.0
2015-01-20 00:00:00+05:30,28324.849609375,28829.2890625,28324.849609375,28784.669921875,11100,0.0,0.0
2015-01-21 00:00:00+05:30,28843.08984375,28958.099609375,28792.5703125,28888.859375,15400,0.0,0.0
2015-01-22 00:00:00+05:30,28957.7890625,29060.41015625,28892.23046875,29006.01953125,11100,0.0,0.0
2015-01-23 00:00:00+05:30,29189.44921875,29408.73046875,29165.560546875,29278.83984375,11900,0.0,0.0
2015-01-27 00:00:00+05:30,29451.650390625,29618.58984375,29286.08984375,29571.0390625,11300,0.0,0.0
2015-01-28 00:00:00+05:30,29565.720703125,29786.3203125,29417.669921875,29559.1796875,11200,0.0,0.0
