Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-01 00:00:00+05:30,631.5614994346679,635.857836165516,629.456283947449,633.151123046875,2112415,0.0,0.0
2020-01-02 00:00:00+05:30,634.9126441731436,636.5452206149837,628.0385056083046,631.3037109375,5658200,0.0,0.0
2020-01-03 00:00:00+05:30,630.6163740719871,642.7320235919697,630.6163740719871,641.0134887695312,7882938,0.0,0.0
2020-01-06 00:00:00+05:30,641.0992552489884,647.7156233670265,632.8503108716351,634.8695678710938,6519403,0.0,0.0
2020-01-07 00:00:00+05:30,634.1393340585887,638.091943075868,623.0547637452105,625.4607543945312,7899363,0.0,0.0
2020-01-08 00:00:00+05:30,622.9258478082336,626.4058699298521,608.6190260970619,617.1257934570312,8639443,0.0,0.0
2020-01-09 00:00:00+05:30,620.1332799391682,628.5540897917724,613.7746803355894,625.1599731445312,13521186,0.0,0.0
2020-01-10 00:00:00+05:30,636.244492808629,638.3497082159341,627.6947725496843,634.2681884765625,9341405,0.0,0.0
2020-01-13 00:00:00+05:30,653.0432166470738,668.080395977763,648.7468796954483,664.686279296875,36952038,0.0,0.0
2020-01-14 00:00:00+05:30,661.592888406991,667.607759691393,659.2299032595474,666.49072265625,11414418,0.0,0.0
2020-01-15 00:00:00+05:30,664.9439518924611,664.9439518924611,654.8905668506321,659.5305786132812,6047430,0.0,0.0
2020-01-16 00:00:00+05:30,662.2372827253157,663.7839532924289,653.2579294376299,659.0579833984375,5740586,0.0,0.0
2020-01-17 00:00:00+05:30,662.2373957058855,664.1277944750946,654.9765756863783,659.7884521484375,3762957,0.0,0.0
2020-01-20 00:00:00+05:30,663.0106768415801,665.416667416314,655.5780456130107,660.3040161132812,3887680,0.0,0.0
2020-01-21 00:00:00+05:30,660.3040578763993,662.0655455942623,653.6876882684426,655.19140625,4448374,0.0,0.0
2020-01-22 00:00:00+05:30,660.3040213594156,668.5100142587062,658.1988058125564,661.8077392578125,9733935,0.0,0.0
2020-01-23 00:00:00+05:30,667.7366809288342,674.9545481250569,667.3930054333838,673.9663696289062,12528017,0.0,0.0
2020-01-24 00:00:00+05:30,666.5766204863226,675.8137441346989,664.7291747784413,672.5914916992188,7540490,0.0,0.0
2020-01-27 00:00:00+05:30,669.4122006803074,674.3529878110744,665.4166390766485,668.5958862304688,3741610,0.0,0.0
2020-01-28 00:00:00+05:30,671.0877505893266,671.7751539292527,663.354345012753,668.5099487304688,5121009,0.0,0.0
2020-01-29 00:00:00+05:30,675.8995945629215,681.227061975943,673.8803375135111,678.5633544921875,6832757,0.0,0.0
2020-01-30 00:00:00+05:30,678.5634230837039,678.5634230837039,668.5099848025825,670.8300170898438,3859680,0.0,0.0
2020-01-31 00:00:00+05:30,670.7010827359123,674.481879846576,663.0106298864689,666.7484741210938,6092028,0.0,0.0
2020-02-03 00:00:00+05:30,671.9470769378582,679.6375303151891,656.9098981061286,659.4017944335938,6416745,0.0,0.0
2020-02-04 00:00:00+05:30,661.7217595518065,678.7352948915391,661.7217595518065,676.9737548828125,5771311,0.0,0.0
2020-02-05 00:00:00+05:30,671.0878557735851,675.3841928784096,665.4167117734253,674.1382446289062,6310409,0.0,0.0
2020-02-06 00:00:00+05:30,673.9663127493939,676.0715282077489,661.6358474791257,662.7958374023438,7341622,0.0,0.0
2020-02-07 00:00:00+05:30,666.7484574140747,669.2403010625379,662.4950738825356,667.908447265625,2853344,0.0,0.0
2020-02-10 00:00:00+05:30,665.0729625076639,668.5100320813469,661.4210760856257,664.3855590820312,3827682,0.0,0.0
2020-02-11 00:00:00+05:30,669.3692970632507,669.4552028240754,660.9484871271686,664.686279296875,4312817,0.0,0.0
2020-02-12 00:00:00+05:30,666.6196444491172,673.0211971260142,666.0181467745829,671.1307983398438,2948825,0.0,0.0
2020-02-13 00:00:00+05:30,674.5248891698634,682.2582955425115,672.1189510096988,680.7545776367188,4387430,0.0,0.0
2020-02-14 00:00:00+05:30,682.6879662763401,686.7265336458709,674.1811978265952,675.7708740234375,5321680,0.0,0.0
2020-02-17 00:00:00+05:30,679.0789279947746,681.7856409332788,673.0640569718882,678.3485717773438,2929629,0.0,0.0
2020-02-18 00:00:00+05:30,674.5248998790851,686.5975961967343,673.3649098829785,685.3946533203125,5083346,0.0,0.0
2020-02-19 00:00:00+05:30,687.4139173269309,691.5813432225175,684.105758828003,687.8005981445312,3985192,0.0,0.0
2020-02-20 00:00:00+05:30,690.2064803636806,692.6553712672503,682.1293465122486,684.8360595703125,4564569,0.0,0.0
2020-02-24 00:00:00+05:30,687.4996639105854,697.381236684265,680.6685316451869,683.8477783203125,6627536,0.0,0.0
2020-02-25 00:00:00+05:30,686.5546019237387,692.5694732797665,683.4612604902738,686.0390625,6996695,0.0,0.0
2020-02-26 00:00:00+05:30,682.2152961289557,688.659800999916,670.6581402379306,672.5914916992188,8760569,0.0,0.0
2020-02-27 00:00:00+05:30,668.5099535525468,670.8729386068777,663.5262137452423,668.3810424804688,5223386,0.0,0.0
2020-02-28 00:00:00+05:30,644.4504095828447,650.2934161406274,620.4338804966222,628.725830078125,14123957,0.0,0.0
2020-03-02 00:00:00+05:30,633.280109160726,658.1129593855362,630.4874899547933,636.7601318359375,9821523,0.0,0.0
2020-03-03 00:00:00+05:30,648.7467574562573,652.183826369933,636.9318330654977,641.8726196289062,7826587,0.0,0.0
2020-03-04 00:00:00+05:30,647.8016904496086,654.332101475623,640.6267764513437,651.9691162109375,11013444,0.0,0.0
2020-03-05 00:00:00+05:30,656.2653928549879,664.6862018093927,645.954185373142,648.403076171875,7755293,0.0,0.0
2020-03-06 00:00:00+05:30,636.7170538393751,639.2948556767816,626.4917522394582,634.95556640625,9216022,0.0,0.0
2020-03-09 00:00:00+05:30,622.5390879288327,623.6990776734783,598.9092398708025,605.310791015625,10308654,0.0,0.0
2020-03-11 00:00:00+05:30,593.4529501363179,598.0070560948201,574.8927459768876,589.4573364257812,16165009,0.0,0.0
2020-03-12 00:00:00+05:30,573.9905962154143,575.7091309346221,539.1902681514557,542.3695678710938,13965574,0.0,0.0
2020-03-13 00:00:00+05:30,508.6862307304778,573.1312768534269,489.7823505344128,551.9503173828125,16903113,0.0,0.0
2020-03-16 00:00:00+05:30,534.464238308704,534.593149376533,498.3750132139041,501.08172607421875,19140152,0.0,0.0
2020-03-17 00:00:00+05:30,505.3350179299897,508.6861809788303,472.59695867965655,476.850341796875,16059887,0.0,0.0
2020-03-18 00:00:00+05:30,488.06388963363025,496.65656374689837,453.6931931805577,459.1065673828125,15390183,0.0,0.0
2020-03-19 00:00:00+05:30,437.5819480619953,479.4712361680773,437.5819480619953,468.7733459472656,16583991,0.0,0.0
2020-03-20 00:00:00+05:30,472.16740695606774,530.5546336465629,470.87850593616946,502.84326171875,21354894,0.0,0.0
2020-03-23 00:00:00+05:30,464.00432816867755,482.0059880561759,443.2960078341693,452.36126708984375,17146150,0.0,0.0
2020-03-24 00:00:00+05:30,448.5375256007715,516.5485526159521,448.5375256007715,506.79583740234375,20027097,0.0,0.0
2020-03-25 00:00:00+05:30,512.982608303419,545.6347676259147,486.0875507189931,520.8878784179688,18339548,0.0,0.0
2020-03-26 00:00:00+05:30,528.4493667341502,559.2540771338631,525.9574706932967,552.5088500976562,14843813,0.0,0.0
2020-03-27 00:00:00+05:30,571.4556796621503,579.9194936239911,551.8643966613668,560.84375,13495283,0.0,0.0
2020-03-30 00:00:00+05:30,537.1279485203846,570.1238326064855,533.6908794466455,538.5028076171875,14624804,0.0,0.0
