Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-01 00:00:00+05:30,78265.0703125,78756.4921875,77898.296875,78507.40625,5000,0.0,0.0
2025-01-02 00:00:00+05:30,78657.5234375,80032.8671875,78542.3671875,79943.7109375,8600,0.0,0.0
2025-01-03 00:00:00+05:30,80072.9921875,80072.9921875,79109.7265625,79223.109375,10900,0.0,0.0
2025-01-06 00:00:00+05:30,79281.6484375,79532.671875,77781.6171875,77964.9921875,11800,0.0,0.0
2025-01-07 00:00:00+05:30,78019.796875,78452.7421875,77925.09375,78199.109375,9400,0.0,0.0
2025-01-08 00:00:00+05:30,78319.453125,78319.453125,77486.7890625,78148.4921875,10100,0.0,0.0
2025-01-09 00:00:00+05:30,78206.2109375,78206.2109375,77542.921875,77620.2109375,6800,0.0,0.0
2025-01-10 00:00:00+05:30,77682.59375,77919.703125,77099.546875,77378.90625,8500,0.0,0.0
2025-01-13 00:00:00+05:30,76629.8984375,77128.3515625,76249.71875,76330.0078125,13600,0.0,0.0
2025-01-14 00:00:00+05:30,76335.75,76835.609375,76335.75,76499.6328125,16800,0.0,0.0
2025-01-15 00:00:00+05:30,76900.140625,76991.046875,76479.703125,76724.078125,12800,0.0,0.0
2025-01-16 00:00:00+05:30,77319.5,77319.5,76895.5078125,77042.8203125,8600,0.0,0.0
2025-01-17 00:00:00+05:30,77069.1875,77069.1875,76263.2890625,76619.328125,9700,0.0,0.0
2025-01-20 00:00:00+05:30,76978.53125,77318.9375,76584.84375,77073.4375,11300,0.0,0.0
2025-01-21 00:00:00+05:30,77261.71875,77337.359375,75641.8671875,75838.359375,32900,0.0,0.0
2025-01-22 00:00:00+05:30,76114.421875,76463.1328125,75816.5,76404.9921875,16000,0.0,0.0
2025-01-23 00:00:00+05:30,76414.5234375,76743.5390625,76202.1171875,76520.3828125,11200,0.0,0.0
2025-01-24 00:00:00+05:30,76455.3515625,76985.953125,76091.75,76190.4609375,7800,0.0,0.0
2025-01-27 00:00:00+05:30,75700.4296875,75925.71875,75267.59375,75366.171875,9500,0.0,0.0
2025-01-28 00:00:00+05:30,75659.0,76512.9609375,75622.8828125,75901.40625,13000,0.0,0.0
2025-01-29 00:00:00+05:30,76138.2421875,76599.7265625,75975.796875,76532.9609375,10200,0.0,0.0
2025-01-30 00:00:00+05:30,76598.84375,76962.8828125,76401.1328125,76759.8125,18500,0.0,0.0
2025-01-31 00:00:00+05:30,76888.890625,77605.9609375,76833.8671875,77500.5703125,12600,0.0,0.0
